,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,1015,12,55,2,3
true_pi,2,9,2,0,0
true_pc,10,0,18,0,0
true_li,1,0,0,0,0
true_lc,0,0,0,0,2
