,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,1010,19,53,1,4
true_pi,3,8,2,0,0
true_pc,11,0,17,0,0
true_li,1,0,0,0,0
true_lc,0,0,1,0,1
