,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,993,13,78,0,3
true_pi,4,7,2,0,0
true_pc,11,0,17,0,0
true_li,1,0,0,0,0
true_lc,1,0,1,0,0
