,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,976,29,77,3,2
true_pi,1,10,2,0,0
true_pc,10,1,17,0,0
true_li,1,0,0,0,0
true_lc,1,0,1,0,0
