,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,1058,4,25,0,0
true_pi,7,6,0,0,0
true_pc,21,0,7,0,0
true_li,1,0,0,0,0
true_lc,2,0,0,0,0
