,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,955,13,56,2,61
true_pi,11,0,0,0,2
true_pc,22,0,4,0,2
true_li,0,0,0,0,1
true_lc,1,0,1,0,0
