,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,912,29,135,2,9
true_pi,2,10,1,0,0
true_pc,10,0,17,0,1
true_li,1,0,0,0,0
true_lc,0,0,1,0,1
