,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,855,44,180,0,8
true_pi,3,7,3,0,0
true_pc,8,0,20,0,0
true_li,1,0,0,0,0
true_lc,0,0,2,0,0
