,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,1081,0,6,0,0
true_pi,9,4,0,0,0
true_pc,25,0,3,0,0
true_li,1,0,0,0,0
true_lc,2,0,0,0,0
