,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,1048,7,29,0,3
true_pi,4,8,1,0,0
true_pc,11,0,17,0,0
true_li,1,0,0,0,0
true_lc,1,0,1,0,0
