,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,1036,14,34,1,2
true_pi,4,8,1,0,0
true_pc,11,0,17,0,0
true_li,1,0,0,0,0
true_lc,2,0,0,0,0
