,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,882,50,155,0,0
true_pi,3,8,2,0,0
true_pc,10,1,17,0,0
true_li,1,0,0,0,0
true_lc,0,0,2,0,0
