,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,960,21,101,0,5
true_pi,2,9,2,0,0
true_pc,8,1,19,0,0
true_li,1,0,0,0,0
true_lc,0,0,1,0,1
