,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,924,0,163,0,0
true_pi,11,0,2,0,0
true_pc,20,0,8,0,0
true_li,1,0,0,0,0
true_lc,0,0,2,0,0
