,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,1037,10,35,3,2
true_pi,4,8,1,0,0
true_pc,12,0,16,0,0
true_li,1,0,0,0,0
true_lc,1,0,0,0,1
