,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,1042,10,31,2,2
true_pi,3,8,1,1,0
true_pc,12,0,16,0,0
true_li,1,0,0,0,0
true_lc,0,0,0,0,2
