,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,961,21,98,1,6
true_pi,4,7,2,0,0
true_pc,7,0,20,0,1
true_li,1,0,0,0,0
true_lc,2,0,0,0,0
