,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,1082,0,5,0,0
true_pi,13,0,0,0,0
true_pc,24,0,4,0,0
true_li,1,0,0,0,0
true_lc,2,0,0,0,0
