,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,1083,0,4,0,0
true_pi,8,5,0,0,0
true_pc,25,0,3,0,0
true_li,1,0,0,0,0
true_lc,2,0,0,0,0
