,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,1042,5,39,0,1
true_pi,5,6,2,0,0
true_pc,16,0,12,0,0
true_li,1,0,0,0,0
true_lc,2,0,0,0,0
