,pred_o,pred_pi,pred_pc,pred_li,pred_lc
true_o,1006,25,50,3,3
true_pi,2,10,1,0,0
true_pc,14,0,14,0,0
true_li,1,0,0,0,0
true_lc,2,0,0,0,0
